HYBAS_ID,watershed_risk_score,watershed_risk_class
2070741220,2.29841861580655,2
2070741210,2.366747133441087,2
2070784870,2.489368743561019,2
2070000660,2.4973743688782277,2
2070087110,2.3611118229162735,2
2070000540,2.01264058492095,2
2070000670,2.7095552880084144,3
